155Ta  155   73    1    0    1    0    0.000000   -1.453000
                                         28      0.301  4.531E-01  5.165E-01  1.400E-01
                                         26      0.623  4.769E-01  4.835E-01  1.370E-02
 31   4.168000  19.5 -1  -1.00E+00  2   X               (39/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                         29      0.279  6.319E-01  7.393E-01  1.700E-01
                                         27      0.523  2.553E-01  2.607E-01  2.100E-02
 32   4.448200  20.5  1  -1.00E+00  2   X               (41/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         30      0.388  5.077E-01  5.433E-01  7.000E-02
                                         28      0.689  4.519E-01  4.567E-01  1.080E-02
 33   4.451500  20.5 -1  -1.00E+00  2   X               (41/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         31      0.283  5.794E-01  6.779E-01  1.700E-01
                                         29      0.563  3.164E-01  3.221E-01  1.800E-02
 34   4.757700  21.5 -1  -1.00E+00  2   X               (43/2-)  0                                                                                                                                                                                                                              0.129000  1    
