 98   7.106000  -1.0  0             0                 5/2-,7/2-  0
 99   7.174000  13.5 -1   9.01E-11  1 u                 (27/2-)  0
                                         94      0.705  0.000E+00  0.000E+00  4.334E-04
100   7.176000   0.5  1             0 u                    1/2+  0
101   7.274000   1.5 -1             0 u                    3/2-  0
102   7.296000   1.5 -1             0 u                    3/2-  0
103   7.314000  -1.0  0             0                 (1/2,3/2)  0
104   7.339000  -1.0  0             0                 (1/2,3/2)  0
105   7.343000   1.5 -1             0 u                    3/2-  0
106   7.357000   2.5 -1             0 u                    5/2-  0
107   7.395000  -1.0  0             0                 3/2-,5/2-  0
108   7.415000   2.5  1             0 u                    5/2+  0
109   7.447001   1.5 -1             0 u                    3/2-  0
110   7.450000   1.5 -1             0 u                    3/2-  0
111   7.459001   2.5  1             0 u                    5/2+  0
112   7.467000   0.5 -1             0 u                    1/2-  0
113   7.560000  -1.0  0             0                 3/2-,5/2-  0
114   7.586000  -1.0  0             0                   1/2,3/2  0
115   7.669000  -1.0  0             0                 (5/2,7/2)  0
116   7.715000   1.5 -1             0 u                    3/2-  0
117   7.718000  -1.0  0             0             1/2-,3/2,5/2-  0
118   7.787000   2.5 -1             0 u                    5/2-  0
119   7.792000   2.5 -1             0 u                    5/2-  0
120   8.167001   0.5  1             0 u                    1/2+  0
121   8.199000   1.5 -1             0 u                  (3/2-)  0
122   8.216001   1.5 -1             0 u                  (3/2-)  0
123   8.281000   2.5  1             0 u                    5/2+  0
124   8.307000   2.5  1             0 u                    5/2+  0
125   8.335000   2.5  1             0 u                    5/2+  0
126   8.352000   2.5  1             0 u                    5/2+  0
127   8.358001   2.5  1             0 u                    5/2+  0
128   8.379001   2.5  1             0 u                    5/2+  0
129   8.384001   1.5  1             0 u                    3/2+  0
130   8.384001   4.5  1             0 u                    9/2+  0
131   8.386001   2.5 -1             0 u                    5/2-  0
132   8.398001   0.5  0             0 u                     1/2  0
133   8.403001   2.5  1             0 u                    5/2+  0
134   8.459001   4.5  1             0 u                    9/2+  0
135   8.499001   2.5  1             0 u                    5/2+  0
136   8.521001   2.5  1             0 u                    5/2+  0
137   8.747001   0.5  1             0 u                    1/2+  0
138   8.892000   0.5 -1             0 u                    1/2-  0
139   8.915000   0.5  1             0 u                    1/2+  0
140   9.186001   1.5 -1             0 u                    3/2-  0
141   9.515000   0.5 -1             0 u                    1/2-  0
 52Mn   52   25  102   38   50    6   10.535501    6.545400
  1   0.000000   6.0  1   4.83E+05  0 u                      6+  1 =    100.0000 %EC+%B+
  2   0.377749   2.0  1   1.27E+03  1 u                      2+  0
                                          1      0.378  9.604E-01  1.000E+00  4.120E-02
  3   0.546438   1.0  1   5.00E-10  1 u                      1+  0
                                          2      0.169  9.923E-01  1.000E+00  7.795E-03
  4   0.731640   4.0  1   3.60E-12  2 u                      4+  0
                                          2      0.354  7.914E-02  7.944E-02  3.886E-03
                                          1      0.732  9.202E-01  9.206E-01  3.911E-04
  5   0.825200   3.0  1   1.70E-13  1 u                      3+  0
                                          2      0.447  9.992E-01  1.000E+00  7.533E-04
  6   0.869900   7.0  1   1.20E-13  1 u                      7+  0
                                          1      0.870  9.998E-01  1.000E+00  1.811E-04
  7   0.884200   4.0 -1   1.40E-12  2 c                     3,4  0
                                          4      0.152  2.812E-02  2.842E-02  1.057E-02
                                          2      0.507  9.698E-01  9.716E-01  1.806E-03
  8   0.886900   2.0  1   6.00E-14  2 u                       2  0
                                          3      0.340  9.903E-02  9.917E-02  1.408E-03
                                          2      0.509  9.003E-01  9.008E-01  5.659E-04
  9   1.232300   3.0  1   1.40E-13  3 g                          0
                                          8      0.345  1.144E-01  1.146E-01  1.364E-03
                                          4      0.501  2.830E-01  2.832E-01  5.860E-04
                                          2      0.855  6.021E-01  6.023E-01  1.878E-04
 10   1.253600   5.0  1   1.80E-14  2 u                      5+  0
                                          4      0.522  1.935E-01  1.936E-01  5.353E-04
