 BNL-325 Resonance parameters (Split by isotope - A.Trkov, Nov02)  325 0  0    0
 8.4900E+02 4.0000E+00 3.5227E-01 1.5556E-01 1.9671E-01 0.0000E+003273 2151   76
 9.1900E+02 5.0000E+00 3.3308E-01 1.3636E-01 1.9671E-01 0.0000E+003273 2151   77
 1.0280E+03 4.0000E+00 2.9671E-01 1.0000E-01 1.9671E-01 0.0000E+003273 2151   78
 1.0560E+03 5.0000E+00 4.0581E-01 2.0909E-01 1.9671E-01 0.0000E+003273 2151   79
 1.1450E+03 5.0000E+00 2.1058E+00 1.9091E+00 1.9671E-01 0.0000E+003273 2151   80
 1.2180E+03 4.0000E+00 1.6544E+00 1.4444E+00 2.1000E-01 0.0000E+003273 2151   81
 1.3130E+03 5.0000E+00 1.3918E+00 1.1818E+00 2.1000E-01 0.0000E+003273 2151   82
 1.3530E+03 4.0000E+00 5.1894E-01 3.2222E-01 1.9671E-01 0.0000E+003273 2151   83
 1.5260E+03 5.0000E+00 1.2876E+00 1.0909E+00 1.9671E-01 0.0000E+003273 2151   84
 1.6500E+03 4.0000E+00 2.9745E+00 2.7778E+00 1.9671E-01 0.0000E+003273 2151   85
 1.8020E+03 5.0000E+00 1.6445E+00 1.4545E+00 1.9000E-01 0.0000E+003273 2151   86
 1.9250E+03 4.0000E+00 5.6338E-01 3.6667E-01 1.9671E-01 0.0000E+003273 2151   87
 1.9340E+03 5.0000E+00 6.5126E-01 4.5455E-01 1.9671E-01 0.0000E+003273 2151   88
 1.9500E+03 4.0000E+00 1.0856E+00 8.8889E-01 1.9671E-01 0.0000E+003273 2151   89
 2.0110E+03 5.0000E+00 3.8214E+00 3.6364E+00 1.8500E-01 0.0000E+003273 2151   90
 2.2560E+03 5.0000E+00 1.7422E+00 1.5455E+00 1.9671E-01 0.0000E+003273 2151   91
 2.2860E+03 4.0000E+00 3.7523E+00 3.5556E+00 1.9671E-01 0.0000E+003273 2151   92
 2.4340E+03 5.0000E+00 7.4217E-01 5.4545E-01 1.9671E-01 0.0000E+003273 2151   93
 2.5580E+03 4.0000E+00 2.5300E+00 2.3333E+00 1.9671E-01 0.0000E+003273 2151   94
 2.6760E+03 5.0000E+00 1.3785E+00 1.1818E+00 1.9671E-01 0.0000E+003273 2151   95
 2.9400E+03 4.0000E+00 3.0856E+00 2.8889E+00 1.9671E-01 0.0000E+003273 2151   96
 4.0400E+03 5.0000E+00 7.8331E+00 7.6364E+00 1.9671E-01 0.0000E+003273 2151   97
 4.2380E+03 4.0000E+00 6.8634E+00 6.6667E+00 1.9671E-01 0.0000E+003273 2151   98
 4.4400E+03 5.0000E+00 5.1967E+00 5.0000E+00 1.9671E-01 0.0000E+003273 2151   99
 4.8230E+03 5.0000E+00 1.4694E+00 1.2727E+00 1.9671E-01 0.0000E+003273 2151  100
 5.2000E+03 4.0000E+00 3.5300E+00 3.3333E+00 1.9671E-01 0.0000E+003273 2151  101
